Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 1_level_0_Nation_stats_keeper_9,Unnamed: 2_level_0_Pos_stats_keeper_9,Unnamed: 3_level_0_Age_stats_keeper_9,Playing Time_MP,Playing Time_Min_stats_keeper_9,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKsv,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,Team_stats_keeper_9,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 1_level_0_Nation_stats_shooting_9,Unnamed: 2_level_0_Pos_stats_shooting_9,Unnamed: 3_level_0_Age_stats_shooting_9,Unnamed: 4_level_0_90s_stats_shooting_9,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Expected_xG_stats_shooting_9,Expected_npxG_stats_shooting_9,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,Team_stats_shooting_9,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_CrdY_stats_misc_9,Performance_CrdR_stats_misc_9,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Jeremy Sarmiento,ec ECU,MF,22,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,ec ECU,MF,22.0,0.1,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Brighton,6.0,6.0,100.0,74.0,1.0,4.0,4.0,100.0,2.0,2.0,100.0,0.0,0.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,2.0,0.0,8.0,0.0,0.0,N/a,0.0,N/a,6.0,61.0,10.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,9,0.3,0,N/a,0,1,9,0,3.00,1,0,+1,+10.00,+9.84,0.1,0.0,+0.1,+0.68,+0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N/a
Joe Knight,eng ENG,MF,18,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,3,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
João Pedro,br BRA,"FW,MF",22,27,23,1948,21.6,10,6,16,5,5,5,4,1,8.9,5.0,5.0,10.0,66,78,128,0.46,0.28,0.74,0.23,0.51,0.41,0.23,0.64,0.23,0.46,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,br BRA,"FW,MF",22.0,21.6,10.0,42.0,15.0,35.7,1.94,0.69,0.12,0.33,17.2,0.0,5.0,8.9,5.0,0.12,1.1,0.0,Matches,Brighton,482.0,661.0,72.9,6847.0,1766.0,300.0,381.0,78.7,133.0,177.0,75.1,29.0,44.0,65.9,6.0,5.0,3.1,1.0,30.0,42.0,36.0,5.0,78.0,631.0,26.0,5.0,10.0,3.0,22.0,9.0,4.0,0.0,0.0,0.0,4.0,20.0,72.0,3.32,56.0,0.0,3.0,2.0,10.0,1.0,9.0,0.42,6.0,0.0,0.0,0.0,3.0,0.0,16.0,12.0,6.0,6.0,4.0,4.0,11.0,36.4,7.0,12.0,0.0,12.0,9.0,25.0,12.0,0.0,940.0,12.0,60.0,387.0,508.0,122.0,935.0,86.0,29.0,33.7,47.0,54.7,616.0,3821.0,1821.0,66.0,39.0,30.0,72.0,38.0,732.0,128.0,72,57.0,23,81,12,4,23,0,1.48,33,27,+6,+0.28,+0.22,36.3,25.7,+10.6,+0.49,+0.88,4.0,1.0,0.0,26.0,46.0,2.0,3.0,1.0,0.0,59.0,41.0,43.0,48.8
Joël Veltman,nl NED,DF,32,21,19,1697,18.9,0,0,0,0,0,0,5,0,0.5,0.5,0.5,0.9,32,85,34,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,nl NED,DF,32.0,18.9,0.0,6.0,1.0,16.7,0.32,0.05,0.0,0.0,19.7,0.0,0.0,0.5,0.5,0.08,-0.5,-0.5,Matches,Brighton,745.0,929.0,80.2,12563.0,3243.0,365.0,406.0,89.9,307.0,380.0,80.8,63.0,99.0,63.6,0.0,0.5,1.3,-0.5,6.0,66.0,9.0,5.0,85.0,756.0,170.0,42.0,2.0,3.0,24.0,128.0,0.0,0.0,0.0,0.0,3.0,21.0,23.0,1.22,16.0,2.0,2.0,1.0,2.0,0.0,2.0,0.11,1.0,1.0,0.0,0.0,0.0,0.0,43.0,29.0,24.0,16.0,3.0,31.0,52.0,59.6,21.0,22.0,7.0,15.0,19.0,62.0,66.0,0.0,1133.0,65.0,332.0,558.0,253.0,10.0,1133.0,15.0,4.0,26.7,5.0,33.3,548.0,2917.0,1521.0,32.0,25.0,3.0,19.0,7.0,626.0,34.0,81,49.6,19,86,14,2,27,3,1.81,32,24,+8,+0.42,+0.48,26.5,24.3,+2.2,+0.11,+0.01,5.0,0.0,0.0,27.0,44.0,0.0,0.0,1.0,0.0,68.0,21.0,18.0,53.8
Julio Enciso,py PAR,"MF,FW",20,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,0.00,0.00,0.00,0.00,0.00,0.31,0.07,0.38,0.31,0.38,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,py PAR,"MF,FW",20.0,3.3,0.0,20.0,11.0,55.0,6.12,3.37,0.0,0.0,21.3,1.0,0.0,1.0,1.0,0.05,-1.0,-1.0,Matches,Brighton,99.0,150.0,66.0,1464.0,392.0,61.0,75.0,81.3,29.0,40.0,72.5,5.0,22.0,22.7,0.0,0.2,0.3,-0.2,5.0,13.0,4.0,1.0,14.0,134.0,16.0,4.0,0.0,1.0,20.0,0.0,12.0,6.0,3.0,0.0,0.0,5.0,12.0,3.69,5.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,202.0,2.0,17.0,72.0,116.0,20.0,202.0,21.0,10.0,47.6,8.0,38.1,114.0,678.0,386.0,11.0,10.0,4.0,7.0,9.0,141.0,17.0,25,8.6,2,67,0,10,16,7,1.50,3,4,-1,-0.31,-0.54,4.5,4.9,-0.5,-0.14,-0.28,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,15.0,6.0,5.0,54.5
Kaoru Mitoma,jp JPN,"FW,MF",27,36,28,2603,28.9,10,4,14,10,0,0,1,0,9.2,9.2,4.6,13.8,146,89,291,0.35,0.14,0.48,0.35,0.48,0.32,0.16,0.48,0.32,0.48,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,jp JPN,"FW,MF",27.0,28.9,10.0,57.0,27.0,47.4,1.97,0.93,0.18,0.37,13.9,0.0,0.0,9.2,9.2,0.16,0.8,0.8,Matches,Brighton,749.0,988.0,75.8,9777.0,2226.0,505.0,579.0,87.2,189.0,265.0,71.3,23.0,52.0,44.2,4.0,4.6,4.0,-0.6,37.0,36.0,36.0,8.0,89.0,965.0,19.0,0.0,9.0,1.0,75.0,19.0,0.0,0.0,0.0,0.0,4.0,39.0,87.0,3.01,73.0,0.0,6.0,3.0,4.0,1.0,10.0,0.35,9.0,0.0,0.0,0.0,1.0,0.0,45.0,27.0,15.0,14.0,16.0,19.0,49.0,38.8,30.0,48.0,3.0,45.0,14.0,59.0,10.0,0.0,1375.0,17.0,155.0,468.0,782.0,164.0,1375.0,131.0,52.0,39.7,74.0,56.5,830.0,6659.0,3906.0,146.0,82.0,56.0,53.0,23.0,966.0,291.0,72,76.1,28,85,14,8,29,0,1.64,53,40,+13,+0.45,+1.11,44.1,37.1,+6.9,+0.24,+0.55,1.0,0.0,0.0,40.0,24.0,5.0,0.0,0.0,0.0,99.0,26.0,27.0,49.1
Killian Cahill,ie IRL,GK,20,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Lewis Dunk,eng ENG,DF,32,25,23,2083,23.1,0,0,0,0,0,0,5,0,0.8,0.8,0.5,1.3,20,142,3,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,DF,32.0,23.1,0.0,12.0,3.0,25.0,0.52,0.13,0.0,0.0,12.1,1.0,0.0,0.8,0.8,0.07,-0.8,-0.8,Matches,Brighton,1778.0,1953.0,91.0,32940.0,10612.0,668.0,693.0,96.4,954.0,1002.0,95.2,143.0,228.0,62.7,0.0,0.5,1.0,-0.5,6.0,157.0,6.0,0.0,142.0,1818.0,131.0,67.0,2.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,4.0,7.0,19.0,0.82,17.0,0.0,0.0,2.0,0.0,0.0,3.0,0.13,2.0,0.0,0.0,1.0,0.0,0.0,17.0,10.0,8.0,7.0,2.0,11.0,19.0,57.9,8.0,28.0,18.0,10.0,13.0,30.0,79.0,2.0,2127.0,258.0,993.0,1031.0,113.0,21.0,2127.0,1.0,0.0,0.0,1.0,100.0,1341.0,6155.0,3345.0,20.0,19.0,0.0,9.0,3.0,1556.0,3.0,83,60.9,23,89,21,2,24,2,1.24,33,42,-9,-0.39,-1.47,32.1,35.4,-3.3,-0.14,-0.65,5.0,0.0,0.0,7.0,11.0,2.0,0.0,0.0,1.0,104.0,51.0,31.0,62.2
Mark O'Mahony,ie IRL,FW,19,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Mats Wieffer,nl NED,"DF,MF",24,25,10,1015,11.3,1,3,4,1,0,0,6,0,0.8,0.8,1.6,2.4,18,62,23,0.09,0.27,0.35,0.09,0.35,0.07,0.14,0.21,0.07,0.21,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,nl NED,"DF,MF",24.0,11.3,1.0,9.0,4.0,44.4,0.8,0.35,0.11,0.25,13.2,0.0,0.0,0.8,0.8,0.08,0.2,0.2,Matches,Brighton,594.0,698.0,85.1,9762.0,2650.0,286.0,317.0,90.2,258.0,298.0,86.6,38.0,50.0,76.0,3.0,1.6,1.0,1.4,16.0,53.0,9.0,2.0,62.0,647.0,49.0,13.0,0.0,1.0,13.0,36.0,0.0,0.0,0.0,0.0,2.0,14.0,32.0,2.83,28.0,0.0,0.0,2.0,2.0,0.0,6.0,0.53,5.0,0.0,0.0,0.0,1.0,0.0,58.0,34.0,27.0,27.0,4.0,32.0,47.0,68.1,15.0,18.0,2.0,16.0,17.0,75.0,28.0,3.0,867.0,55.0,223.0,450.0,206.0,22.0,867.0,15.0,7.0,46.7,7.0,46.7,483.0,2351.0,1051.0,18.0,20.0,1.0,19.0,9.0,533.0,23.0,41,29.7,10,79,5,15,15,3,1.60,25,22,+3,+0.27,+0.12,17.5,19.1,-1.6,-0.15,-0.36,6.0,0.0,0.0,23.0,10.0,1.0,1.0,1.0,0.0,68.0,32.0,25.0,56.1
Matt O'Riley,dk DEN,MF,23,21,11,938,10.4,2,2,4,1,1,1,1,0,2.8,2.0,2.4,4.4,22,38,52,0.19,0.19,0.38,0.10,0.29,0.27,0.23,0.50,0.20,0.42,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,dk DEN,MF,23.0,10.4,2.0,21.0,6.0,28.6,2.01,0.58,0.05,0.17,17.6,2.0,1.0,2.8,2.0,0.1,-0.8,-1.0,Matches,Brighton,316.0,413.0,76.5,5018.0,1362.0,161.0,182.0,88.5,108.0,133.0,81.2,30.0,63.0,47.6,2.0,2.4,2.0,-0.4,21.0,30.0,8.0,1.0,38.0,345.0,67.0,13.0,2.0,2.0,51.0,1.0,36.0,23.0,8.0,0.0,1.0,15.0,40.0,3.84,23.0,11.0,1.0,2.0,1.0,2.0,5.0,0.48,4.0,0.0,0.0,0.0,1.0,0.0,16.0,9.0,4.0,8.0,4.0,4.0,13.0,30.8,9.0,7.0,3.0,4.0,13.0,29.0,9.0,1.0,525.0,20.0,80.0,232.0,215.0,47.0,524.0,13.0,8.0,61.5,4.0,30.8,275.0,1139.0,544.0,22.0,12.0,8.0,19.0,4.0,307.0,52.0,45,27.4,11,68,0,10,19,3,1.48,17,20,-3,-0.29,-0.65,17.2,14.3,+2.8,+0.27,+0.23,1.0,0.0,0.0,16.0,13.0,2.0,1.0,0.0,1.0,29.0,5.0,8.0,38.5
Opponent Total,N/a,N/a,26.2,38,418,3420,38.0,57,39,96,48,9,9,93,5,54.6,47.7,41.3,88.9,607,1209,1196,1.50,1.03,2.53,1.26,2.29,1.44,1.09,2.52,1.25,2.34,N/a,Brighton,N/a,N/a,26.2,38.0,3420.0,66.0,1.74,190.0,126.0,68.9,9.0,13.0,16.0,5.0,13.2,7.0,0.0,0.0,N/a,Brighton,2.0,6.0,2.0,67.8,0.33,3.8,0.1,204.0,619.0,33.0,1368.0,187.0,35.5,33.4,298.0,44.6,36.2,541.0,29.0,5.4,64.0,1.68,15.8,N/a,N/a,26.2,38.0,57.0,418.0,138.0,33.0,11.0,3.63,0.11,0.35,15.6,8.0,9.0,54.6,47.7,0.12,2.4,0.3,N/a,Brighton,14240.0,17647.0,80.7,253402.0,87854.0,6260.0,6967.0,89.9,6537.0,7370.0,88.7,1220.0,2475.0,49.3,39.0,41.3,30.2,-2.3,333.0,1004.0,248.0,44.0,1209.0,15881.0,1678.0,460.0,53.0,82.0,543.0,634.0,182.0,130.0,23.0,4.0,88.0,334.0,746.0,19.63,539.0,69.0,49.0,44.0,35.0,10.0,97.0,2.55,64.0,6.0,7.0,9.0,10.0,1.0,726.0,408.0,370.0,274.0,82.0,382.0,720.0,53.1,338.0,409.0,147.0,262.0,320.0,1046.0,981.0,33.0,22046.0,2949.0,8740.0,9148.0,4374.0,877.0,22037.0,795.0,353.0,44.4,350.0,44.0,12304.0,64473.0,31459.0,607.0,355.0,243.0,503.0,355.0,14102.0,1196.0,90,100,418,82,254,163,20,179,1.05,59,66,-7,-0.18,N/a,54.6,58.7,-4.1,-0.11,N/a,93.0,5.0,4.0,427.0,421.0,88.0,7.0,7.0,2.0,1532.0,463.0,518.0,47.2
Pervis Estupiñán,ec ECU,DF,26,30,26,2402,26.7,1,1,2,1,0,0,5,0,1.2,1.2,2.1,3.3,59,132,112,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12,Matches,Brighton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,ec ECU,DF,26.0,26.7,1.0,28.0,9.0,32.1,1.05,0.34,0.04,0.11,24.5,3.0,0.0,1.2,1.2,0.04,-0.2,-0.2,Matches,Brighton,1338.0,1610.0,83.1,20347.0,6261.0,782.0,839.0,93.2,451.0,540.0,83.5,74.0,158.0,46.8,1.0,2.1,2.5,-1.1,26.0,105.0,34.0,18.0,132.0,1370.0,237.0,20.0,0.0,5.0,119.0,180.0,37.0,23.0,9.0,3.0,3.0,28.0,58.0,2.17,39.0,13.0,0.0,2.0,4.0,0.0,4.0,0.15,3.0,0.0,0.0,0.0,1.0,0.0,65.0,43.0,33.0,25.0,7.0,34.0,51.0,66.7,17.0,20.0,5.0,15.0,37.0,102.0,65.0,2.0,1915.0,89.0,493.0,936.0,506.0,35.0,1915.0,34.0,19.0,55.9,13.0,38.2,1023.0,5007.0,2689.0,59.0,61.0,9.0,34.0,27.0,1144.0,112.0,80,70.2,26,88,22,4,27,1,1.57,47,44,+3,+0.11,-0.24,42.6,39.6,+3.0,+0.11,+0.01,5.0,0.0,0.0,36.0,20.0,3.0,0.0,0.0,0.0,147.0,46.0,26.0,63.9
