Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 1_level_0_Nation_stats_keeper_9,Unnamed: 2_level_0_Pos_stats_keeper_9,Unnamed: 3_level_0_Age_stats_keeper_9,Playing Time_MP_stats_keeper_9,Playing Time_Starts_stats_keeper_9,Playing Time_Min_stats_keeper_9,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,Team_stats_keeper_9,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 1_level_0_Nation_stats_shooting_9,Unnamed: 2_level_0_Pos_stats_shooting_9,Unnamed: 3_level_0_Age_stats_shooting_9,Unnamed: 4_level_0_90s_stats_shooting_9,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG_stats_shooting_9,Expected_npxG_stats_shooting_9,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,Team_stats_shooting_9,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_CrdY_stats_misc_9,Performance_CrdR_stats_misc_9,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Wolves,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Rayan Aït-Nouri,dz ALG,DF,23,37,37,3109,34.5,4,7,11,4,0,0,7,1,2.7,2.7,5.5,8.2,89,108,176,0.12,0.20,0.32,0.12,0.32,0.08,0.16,0.24,0.08,0.24,Matches,Wolves,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,dz ALG,DF,23.0,34.5,4.0,36.0,10.0,27.8,1.04,0.29,0.11,0.4,14.9,0.0,0.0,0.0,2.7,2.7,0.08,1.3,1.3,Matches,Wolves,1449.0,1721.0,84.2,19837.0,5926.0,897.0,959.0,93.5,435.0,499.0,87.2,48.0,118.0,40.7,7.0,5.5,4.0,1.5,46.0,77.0,30.0,10.0,108.0,1397.0,320.0,44.0,3.0,4.0,94.0,246.0,30.0,24.0,1.0,0.0,4.0,42.0,91.0,2.63,56.0,15.0,8.0,7.0,4.0,1.0,12.0,0.35,10.0,1.0,0.0,0.0,0.0,1.0,89.0,57.0,52.0,28.0,9.0,43.0,70.0,61.4,27.0,42.0,6.0,36.0,26.0,115.0,75.0,2.0,2148.0,96.0,577.0,916.0,685.0,96.0,2148.0,137.0,63.0,46.0,56.0,40.9,1129.0,6166.0,3205.0,89.0,62.0,28.0,52.0,47.0,1321.0,176.0,84,90.9,37,84,18,0,N/a,0,1.05,46,67,-21,-0.61,-2.34,38.7,52.6,-13.9,-0.40,-0.25,7.0,1.0,1.0,30.0,46.0,6.0,0.0,0.0,145.0,22.0,30.0,42.3
Rodrigo Gomes,pt POR,"DF,FW",21,25,7,810,9.0,2,0,2,2,0,0,0,0,0.7,0.7,0.9,1.6,23,27,81,0.22,0.00,0.22,0.22,0.22,0.08,0.10,0.18,0.08,0.18,Matches,Wolves,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,pt POR,"DF,FW",21.0,9.0,2.0,7.0,3.0,42.9,0.78,0.33,0.29,0.67,16.8,0.0,0.0,0.0,0.7,0.7,0.1,1.3,1.3,Matches,Wolves,212.0,309.0,68.6,3052.0,1023.0,121.0,152.0,79.6,72.0,99.0,72.7,8.0,28.0,28.6,0.0,0.9,0.7,-0.9,12.0,12.0,14.0,4.0,27.0,267.0,41.0,1.0,1.0,0.0,23.0,39.0,1.0,0.0,1.0,0.0,1.0,10.0,22.0,2.45,18.0,1.0,2.0,1.0,0.0,0.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0,23.0,15.0,14.0,9.0,0.0,12.0,21.0,57.1,9.0,8.0,1.0,7.0,7.0,30.0,20.0,1.0,417.0,24.0,101.0,141.0,182.0,29.0,417.0,15.0,5.0,33.3,7.0,46.7,217.0,1388.0,805.0,23.0,18.0,7.0,21.0,9.0,246.0,81.0,32,23.7,7,76,1,18,16,9,1.20,18,20,-2,-0.22,+0.23,10.6,16.1,-5.5,-0.61,-0.30,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,28.0,8.0,17.0,32.0
Sam Johnstone,eng ENG,GK,31,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Wolves,eng ENG,GK,31.0,7.0,7.0,630.0,17.0,2.43,39.0,23.0,61.5,0.0,1.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Matches,Wolves,0.0,5.0,1.0,13.0,0.29,-3.0,-0.43,52.0,129.0,40.3,252.0,28.0,45.6,36.6,25.0,56.0,43.2,104.0,8.0,7.7,11.0,1.57,13.4,eng ENG,GK,31.0,7.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Wolves,184.0,278.0,66.2,5548.0,4270.0,31.0,32.0,96.9,80.0,82.0,97.6,72.0,160.0,45.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,230.0,47.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,306.0,229.0,304.0,2.0,0.0,0.0,306.0,0.0,0.0,N/a,0.0,N/a,196.0,1221.0,756.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,90,18.4,7,90,7,0,N/a,16,0.14,9,17,-8,-1.14,-0.92,6.9,13.1,-6.2,-0.89,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,100.0
Santiago Bueno,uy URU,DF,25,29,18,1687,18.7,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,1,28,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,Wolves,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,uy URU,DF,25.0,18.7,0.0,6.0,3.0,50.0,0.32,0.16,0.0,0.0,14.0,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4,Matches,Wolves,741.0,842.0,88.0,13598.0,4177.0,260.0,281.0,92.5,417.0,444.0,93.9,51.0,91.0,56.0,0.0,0.0,0.1,0.0,0.0,24.0,2.0,0.0,28.0,807.0,34.0,21.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,9.0,12.0,0.64,10.0,1.0,0.0,0.0,0.0,1.0,4.0,0.21,3.0,0.0,0.0,0.0,0.0,1.0,41.0,21.0,22.0,18.0,1.0,17.0,22.0,77.3,5.0,36.0,21.0,15.0,15.0,56.0,70.0,0.0,1025.0,170.0,522.0,485.0,21.0,6.0,1025.0,4.0,0.0,0.0,4.0,100.0,555.0,2727.0,1430.0,1.0,2.0,0.0,2.0,2.0,660.0,1.0,58,49.3,18,87,14,11,12,8,1.31,26,34,-8,-0.43,-0.06,22.5,29.2,-6.6,-0.35,+0.05,2.0,0.0,0.0,26.0,5.0,0.0,0.0,0.0,43.0,35.0,31.0,53.0
Squad Total,N/a,N/a,26.9,38,418,3420,38.0,53,42,95,53,0,0,79,2,43.7,43.7,35.4,79.1,607,1185,1179,1.39,1.11,2.50,1.39,2.50,1.15,0.93,2.08,1.15,2.08,N/a,Wolves,N/a,N/a,26.9,38.0,38.0,3420.0,69.0,1.82,168.0,100.0,63.1,12.0,6.0,20.0,8.0,21.1,9.0,7.0,2.0,0.0,22.2,N/a,Wolves,2.0,11.0,3.0,59.7,0.32,-6.3,-0.17,153.0,532.0,28.8,1020.0,156.0,41.5,N/a,244.0,44.7,37.0,562.0,40.0,7.1,57.0,1.5,N/a,N/a,N/a,26.9,38.0,53.0,431.0,155.0,36.0,11.34,4.08,0.12,0.34,18.1,18.0,0.0,0.0,43.7,43.7,0.1,9.3,9.3,N/a,Wolves,14472.0,17884.0,80.9,246100.0,83847.0,6855.0,7612.0,90.1,5909.0,6712.0,88.0,1251.0,2503.0,50.0,42.0,35.4,26.6,6.6,323.0,1011.0,276.0,72.0,1185.0,16133.0,1689.0,495.0,55.0,122.0,568.0,696.0,147.0,98.0,31.0,3.0,62.0,328.0,756.0,19.89,547.0,57.0,58.0,36.0,34.0,24.0,96.0,2.53,77.0,5.0,7.0,1.0,2.0,4.0,801.0,471.0,412.0,305.0,84.0,373.0,669.0,55.8,296.0,437.0,137.0,300.0,298.0,1099.0,947.0,25.0,22329.0,2578.0,7797.0,10051.0,4750.0,729.0,22328.0,731.0,324.0,44.3,315.0,43.1,12486.0,66974.0,34365.0,607.0,458.0,146.0,591.0,369.0,14358.0,1179.0,90,100,418,83,250,167,18,174,1.11,54,69,-15,-0.39,N/a,43.7,58.1,-14.5,-0.38,N/a,79.0,2.0,2.0,480.0,425.0,62.0,9.0,3.0,1659.0,451.0,475.0,48.7
Tawanda Chirewa,zw ZIM,MF,20,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Wolves,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Tom Edozie,eng ENG,MF,18,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Wolves,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Tom King,wls WAL,GK,29,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Wolves,wls WAL,GK,29.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,0.0,0.0,N/a,0.0,0.0,0.0,0.0,N/a,Matches,Wolves,0.0,0.0,0.0,0.0,N/a,0.0,0.0,0.0,0.0,N/a,1.0,1.0,0.0,14.0,0.0,N/a,N/a,1.0,0.0,0.0,0.0,0.0,N/a,wls WAL,GK,29.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Wolves,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,N/a,0.0,N/a,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,N/a,0,1,1,2,1.00,0,0,0,0.00,+0.39,0.0,0.1,-0.1,-8.46,-8.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a
Tommy Doyle,eng ENG,MF,22,24,3,488,5.4,0,1,1,0,0,0,1,0,0.6,0.6,0.5,1.1,6,40,4,0.00,0.18,0.18,0.00,0.18,0.10,0.09,0.20,0.10,0.20,Matches,Wolves,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,MF,22.0,5.4,0.0,9.0,2.0,22.2,1.66,0.37,0.0,0.0,24.5,1.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6,Matches,Wolves,321.0,392.0,81.9,6591.0,2010.0,112.0,119.0,94.1,138.0,155.0,89.0,61.0,93.0,65.6,1.0,0.5,0.3,0.5,7.0,44.0,3.0,0.0,40.0,353.0,35.0,19.0,0.0,6.0,15.0,3.0,12.0,6.0,4.0,0.0,4.0,8.0,17.0,3.13,11.0,4.0,1.0,1.0,0.0,0.0,3.0,0.55,2.0,0.0,1.0,0.0,0.0,0.0,11.0,6.0,6.0,3.0,2.0,6.0,15.0,40.0,9.0,11.0,5.0,6.0,5.0,16.0,11.0,1.0,463.0,22.0,128.0,258.0,80.0,4.0,463.0,9.0,5.0,55.6,1.0,11.1,260.0,1417.0,578.0,6.0,3.0,0.0,9.0,4.0,303.0,4.0,20,14.3,3,70,1,21,13,9,0.96,7,10,-3,-0.55,-0.18,6.9,10.3,-3.4,-0.63,-0.30,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,43.0,1.0,6.0,14.3
Toti Gomes,pt POR,DF,25,31,30,2614,29.0,0,1,1,0,0,0,7,0,0.7,0.7,0.9,1.7,27,86,18,0.00,0.03,0.03,0.00,0.03,0.03,0.03,0.06,0.03,0.06,Matches,Wolves,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,pt POR,DF,25.0,29.0,0.0,7.0,2.0,28.6,0.24,0.07,0.0,0.0,11.6,0.0,0.0,0.0,0.7,0.7,0.1,-0.7,-0.7,Matches,Wolves,1473.0,1714.0,85.9,24482.0,8584.0,677.0,734.0,92.2,674.0,733.0,92.0,89.0,171.0,52.0,1.0,0.9,0.6,0.1,9.0,87.0,6.0,3.0,86.0,1618.0,95.0,46.0,0.0,3.0,13.0,35.0,0.0,0.0,0.0,0.0,1.0,21.0,21.0,0.72,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,61.0,43.0,42.0,15.0,4.0,37.0,46.0,80.4,9.0,29.0,17.0,12.0,25.0,86.0,152.0,5.0,2027.0,217.0,942.0,1000.0,108.0,17.0,2027.0,32.0,20.0,62.5,10.0,31.3,1205.0,5793.0,3203.0,27.0,20.0,0.0,20.0,15.0,1387.0,18.0,84,76.4,30,87,27,1,14,1,1.32,44,45,-1,-0.03,+1.53,33.6,41.4,-7.7,-0.27,+0.48,7.0,0.0,0.0,24.0,15.0,4.0,1.0,0.0,116.0,53.0,26.0,67.1
Wesley Okoduwa,eng ENG,FW,16,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Wolves,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Yerson Mosquera,co COL,DF,23,5,5,441,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,7,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches,Wolves,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,co COL,DF,23.0,4.9,0.0,2.0,0.0,0.0,0.41,0.0,0.0,N/a,12.4,0.0,0.0,0.0,0.3,0.3,0.17,-0.3,-0.3,Matches,Wolves,205.0,240.0,85.4,3996.0,1184.0,66.0,73.0,90.4,115.0,123.0,93.5,22.0,35.0,62.9,0.0,0.1,0.0,-0.1,2.0,16.0,1.0,1.0,7.0,230.0,9.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.02,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,9.0,2.0,0.0,9.0,14.0,64.3,5.0,13.0,10.0,3.0,10.0,21.0,14.0,0.0,294.0,43.0,170.0,115.0,12.0,7.0,294.0,0.0,0.0,N/a,0.0,N/a,168.0,683.0,322.0,0.0,1.0,0.0,4.0,1.0,182.0,0.0,88,12.9,5,88,4,0,N/a,0,0.20,5,12,-7,-1.43,-1.19,4.9,6.0,-1.1,-0.22,+0.18,2.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,24.0,11.0,6.0,64.7
