Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 1_level_0_Nation_stats_keeper_9,Unnamed: 2_level_0_Pos_stats_keeper_9,Unnamed: 3_level_0_Age_stats_keeper_9,Playing Time_MP_stats_keeper_9,Playing Time_Min_stats_keeper_9,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,Team_stats_keeper_9,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 1_level_0_Nation_stats_shooting_9,Unnamed: 2_level_0_Pos_stats_shooting_9,Unnamed: 3_level_0_Age_stats_shooting_9,Unnamed: 4_level_0_90s_stats_shooting_9,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG_stats_shooting_9,Expected_npxG_stats_shooting_9,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,Team_stats_shooting_9,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_CrdY_stats_misc_9,Performance_CrdR_stats_misc_9,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Malachi Hardy,eng ENG,DF,16,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,6,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Mathys Tel,fr FRA,FW,19,13,11,911,10.1,2,1,3,1,1,1,2,0,3.0,2.2,2.6,4.7,28,21,72,0.20,0.10,0.30,0.10,0.20,0.29,0.25,0.55,0.22,0.47,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,fr FRA,FW,19.0,10.1,2.0,22.0,8.0,36.4,2.17,0.79,0.05,0.13,16.0,1.0,1.0,1.0,3.0,2.2,0.1,-1.0,-1.2,Matches,Tottenham,185.0,266.0,69.5,3172.0,666.0,89.0,112.0,79.5,71.0,97.0,73.2,20.0,34.0,58.8,1.0,2.6,1.5,-1.6,14.0,12.0,14.0,4.0,21.0,243.0,22.0,3.0,2.0,1.0,35.0,7.0,8.0,6.0,2.0,0.0,1.0,12.0,28.0,2.77,18.0,1.0,3.0,2.0,4.0,0.0,2.0,0.2,1.0,0.0,0.0,0.0,1.0,0.0,16.0,6.0,5.0,6.0,5.0,5.0,13.0,38.5,8.0,8.0,1.0,7.0,2.0,18.0,8.0,2.0,414.0,9.0,58.0,150.0,217.0,40.0,413.0,53.0,15.0,28.3,31.0,58.5,266.0,1578.0,805.0,28.0,23.0,11.0,28.0,15.0,279.0,72.0,70,26.6,11,82,6,2,4,1,0.77,10,20,-10,-0.99,-1.31,14.6,17.2,-2.5,-0.25,-0.18,2.0,0.0,0.0,14.0,16.0,1.0,1.0,0.0,0.0,38.0,4.0,7.0,36.4
Micky van de Ven,nl NED,DF,23,13,12,1015,11.3,0,2,2,0,0,0,4,0,0.6,0.6,1.2,1.7,8,51,1,0.00,0.18,0.18,0.00,0.18,0.05,0.10,0.15,0.05,0.15,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,nl NED,DF,23.0,11.3,0.0,6.0,2.0,33.3,0.53,0.18,0.0,0.0,11.1,0.0,0.0,0.0,0.6,0.6,0.09,-0.6,-0.6,Matches,Tottenham,729.0,802.0,90.9,13817.0,4206.0,217.0,236.0,91.9,455.0,471.0,96.6,50.0,80.0,62.5,2.0,1.2,0.7,0.8,2.0,50.0,1.0,0.0,51.0,758.0,43.0,18.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,0.98,8.0,0.0,0.0,2.0,1.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,5.0,4.0,1.0,8.0,14.0,57.1,6.0,12.0,8.0,4.0,10.0,20.0,39.0,1.0,895.0,110.0,460.0,408.0,36.0,9.0,895.0,8.0,4.0,50.0,4.0,50.0,620.0,2883.0,1407.0,8.0,10.0,1.0,5.0,5.0,651.0,1.0,78,29.7,12,82,7,1,30,6,1.08,22,17,+5,+0.44,+0.67,22.3,13.0,+9.3,+0.82,+1.34,4.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,63.0,19.0,20.0,48.7
Mikey Moore,eng ENG,FW,16,10,3,366,4.1,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,12,9,40,0.00,0.25,0.25,0.00,0.25,0.05,0.08,0.13,0.05,0.13,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,FW,16.0,4.1,0.0,3.0,0.0,0.0,0.74,0.0,0.0,N/a,19.5,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,-0.2,Matches,Tottenham,67.0,96.0,69.8,853.0,226.0,42.0,45.0,93.3,18.0,30.0,60.0,2.0,7.0,28.6,1.0,0.3,0.6,0.7,3.0,2.0,5.0,1.0,9.0,88.0,8.0,0.0,0.0,0.0,16.0,2.0,6.0,3.0,0.0,0.0,0.0,5.0,12.0,2.95,7.0,2.0,0.0,1.0,2.0,0.0,2.0,0.49,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,1.0,3.0,4.0,0.0,142.0,4.0,17.0,43.0,83.0,13.0,142.0,17.0,2.0,11.8,13.0,76.5,106.0,781.0,374.0,12.0,6.0,5.0,10.0,7.0,107.0,40.0,37,10.7,3,64,0,7,25,8,1.00,4,5,-1,-0.25,-0.25,4.7,6.7,-2.1,-0.51,-0.44,0.0,0.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,11.0,1.0,6.0,14.3
Opponent Total,N/a,N/a,26.2,38,418,3420,38.0,61,43,104,58,3,3,85,3,63.3,60.9,46.3,107.2,660,1330,1316,1.61,1.13,2.74,1.53,2.66,1.67,1.22,2.88,1.60,2.82,N/a,Tottenham,N/a,N/a,26.2,38.0,3420.0,64.0,1.68,181.0,119.0,66.3,22.0,5.0,11.0,9.0,23.7,4.0,3.0,1.0,0.0,25.0,N/a,Tottenham,9.0,3.0,57.8,0.31,-3.2,-0.08,214.0,616.0,34.7,1007.0,149.0,45.3,37.6,271.0,59.0,44.4,576.0,34.0,5.9,28.0,0.74,12.1,N/a,N/a,26.2,38.0,61.0,519.0,177.0,34.1,13.66,4.66,0.11,0.33,15.8,8.0,3.0,3.0,63.3,60.9,0.12,-2.3,-2.9,N/a,Tottenham,13104.0,16529.0,79.3,231356.0,83331.0,6060.0,6844.0,88.5,5408.0,6248.0,86.6,1301.0,2506.0,51.9,43.0,46.3,37.6,-3.3,381.0,1057.0,331.0,95.0,1330.0,14781.0,1661.0,490.0,63.0,100.0,697.0,593.0,206.0,121.0,47.0,2.0,87.0,350.0,903.0,23.76,656.0,72.0,60.0,70.0,30.0,15.0,110.0,2.89,78.0,8.0,8.0,9.0,4.0,3.0,851.0,548.0,402.0,336.0,113.0,425.0,733.0,58.0,308.0,509.0,137.0,372.0,391.0,1242.0,903.0,36.0,21039.0,2561.0,7305.0,8457.0,5517.0,994.0,21036.0,693.0,302.0,43.6,296.0,42.7,11514.0,60259.0,29730.0,660.0,417.0,220.0,497.0,365.0,12992.0,1316.0,90,100,418,82,259,158,18,184,1.87,65,64,+1,+0.03,N/a,63.3,58.8,+4.5,+0.12,N/a,85.0,3.0,0.0,494.0,431.0,87.0,3.0,4.0,3.0,1652.0,437.0,422.0,50.9
Oyindamola Ajayi,eng ENG,MF,18,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,5,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Pape Matar Sarr,sn SEN,MF,21,36,22,1913,21.3,3,2,5,3,0,0,6,0,3.7,3.7,1.6,5.3,33,88,53,0.14,0.09,0.24,0.14,0.24,0.17,0.08,0.25,0.17,0.25,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,sn SEN,MF,21.0,21.3,3.0,34.0,13.0,38.2,1.6,0.61,0.09,0.23,20.9,0.0,0.0,0.0,3.7,3.7,0.11,-0.7,-0.7,Matches,Tottenham,889.0,1029.0,86.4,13609.0,3128.0,462.0,509.0,90.8,347.0,386.0,89.9,45.0,62.0,72.6,2.0,1.6,0.8,0.4,15.0,85.0,12.0,2.0,88.0,999.0,26.0,9.0,1.0,3.0,14.0,12.0,0.0,0.0,0.0,0.0,4.0,20.0,45.0,2.12,35.0,2.0,2.0,4.0,0.0,2.0,7.0,0.33,5.0,0.0,1.0,1.0,0.0,0.0,49.0,36.0,19.0,23.0,7.0,12.0,25.0,48.0,13.0,26.0,10.0,16.0,30.0,79.0,25.0,1.0,1253.0,47.0,274.0,699.0,302.0,28.0,1253.0,30.0,11.0,36.7,16.0,53.3,772.0,4547.0,1918.0,33.0,37.0,5.0,29.0,22.0,872.0,53.0,53,55.9,22,70,6,14,27,2,0.97,34,38,-4,-0.19,-0.37,31.0,36.7,-5.7,-0.27,-0.34,6.0,0.0,0.0,34.0,35.0,2.0,0.0,1.0,0.0,115.0,34.0,45.0,43.0
Pedro Porro,es ESP,DF,24,33,28,2610,29.0,2,6,8,2,0,0,5,0,1.6,1.6,5.0,6.6,65,154,109,0.07,0.21,0.28,0.07,0.28,0.05,0.17,0.23,0.05,0.23,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,es ESP,DF,24.0,29.0,2.0,39.0,8.0,20.5,1.34,0.28,0.05,0.25,23.0,4.0,0.0,0.0,1.6,1.6,0.04,0.4,0.4,Matches,Tottenham,1385.0,1892.0,73.2,24256.0,9602.0,674.0,769.0,87.6,541.0,680.0,79.6,142.0,327.0,43.4,6.0,5.0,4.6,1.0,57.0,124.0,57.0,27.0,154.0,1530.0,355.0,53.0,4.0,16.0,196.0,249.0,53.0,4.0,44.0,0.0,7.0,75.0,108.0,3.72,72.0,23.0,3.0,5.0,4.0,1.0,8.0,0.28,4.0,3.0,1.0,0.0,0.0,0.0,66.0,49.0,34.0,22.0,10.0,44.0,77.0,57.1,33.0,44.0,17.0,27.0,36.0,102.0,84.0,2.0,2237.0,128.0,675.0,812.0,763.0,32.0,2237.0,40.0,14.0,35.0,24.0,60.0,1187.0,5444.0,2841.0,65.0,43.0,5.0,25.0,18.0,1291.0,109.0,79,76.3,28,89,24,5,26,5,1.12,54,47,+7,+0.24,+1.13,48.6,50.2,-1.6,-0.05,+0.27,5.0,0.0,0.0,25.0,33.0,1.0,0.0,0.0,0.0,152.0,12.0,23.0,34.3
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Radu Drăgușin,ro ROU,DF,22,16,14,1252,13.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,7,37,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,ro ROU,DF,22.0,13.9,0.0,5.0,1.0,20.0,0.36,0.07,0.0,0.0,12.7,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,Matches,Tottenham,716.0,840.0,85.2,13638.0,5250.0,223.0,245.0,91.0,437.0,470.0,93.0,47.0,107.0,43.9,0.0,0.4,0.2,-0.4,4.0,52.0,2.0,1.0,37.0,793.0,47.0,40.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.58,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,8.0,2.0,0.0,6.0,12.0,50.0,6.0,22.0,16.0,6.0,15.0,25.0,49.0,4.0,961.0,148.0,510.0,430.0,30.0,12.0,961.0,2.0,0.0,0.0,0.0,0.0,623.0,3349.0,1666.0,7.0,3.0,0.0,8.0,2.0,669.0,2.0,78,36.6,14,83,11,2,43,7,0.88,25,29,-4,-0.29,-0.41,21.8,29.7,-7.9,-0.57,-0.71,1.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,48.0,33.0,22.0,60.0
Richarlison,br BRA,FW,27,15,4,504,5.6,4,1,5,4,0,0,2,0,3.7,3.7,0.9,4.6,8,11,22,0.71,0.18,0.89,0.71,0.89,0.66,0.16,0.82,0.66,0.82,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,br BRA,FW,27.0,5.6,4.0,17.0,7.0,41.2,3.04,1.25,0.24,0.57,9.1,0.0,0.0,0.0,3.7,3.7,0.22,0.3,0.3,Matches,Tottenham,62.0,103.0,60.2,937.0,280.0,31.0,45.0,68.9,19.0,32.0,59.4,6.0,9.0,66.7,1.0,0.9,0.6,0.1,4.0,8.0,4.0,2.0,11.0,97.0,6.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,1.43,5.0,0.0,0.0,2.0,1.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,5.0,8.0,0.0,173.0,8.0,21.0,89.0,64.0,29.0,173.0,16.0,1.0,6.3,14.0,87.5,89.0,424.0,168.0,8.0,8.0,3.0,9.0,8.0,120.0,22.0,34,14.7,4,72,1,11,20,2,0.93,11,9,+2,+0.36,+0.45,8.4,7.3,+1.0,+0.18,+0.35,2.0,0.0,0.0,7.0,13.0,3.0,0.0,0.0,0.0,11.0,10.0,23.0,30.3
Rodrigo Bentancur,uy URU,MF,27,26,21,1645,18.3,2,0,2,2,0,0,9,0,1.3,1.3,0.4,1.7,28,100,34,0.11,0.00,0.11,0.11,0.11,0.07,0.02,0.10,0.07,0.10,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,uy URU,MF,27.0,18.3,2.0,22.0,5.0,22.7,1.2,0.27,0.09,0.4,17.4,0.0,0.0,0.0,1.3,1.3,0.06,0.7,0.7,Matches,Tottenham,946.0,1076.0,87.9,15392.0,3700.0,450.0,496.0,90.7,425.0,459.0,92.6,47.0,63.0,74.6,0.0,0.4,1.0,-0.4,10.0,109.0,13.0,2.0,100.0,1036.0,38.0,31.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,19.0,45.0,2.46,36.0,0.0,1.0,5.0,1.0,2.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,40.0,22.0,19.0,17.0,4.0,19.0,40.0,47.5,21.0,25.0,8.0,17.0,40.0,80.0,38.0,1.0,1302.0,76.0,323.0,774.0,216.0,24.0,1302.0,19.0,9.0,47.4,8.0,42.1,764.0,3568.0,1502.0,28.0,24.0,5.0,19.0,20.0,848.0,34.0,63,48.1,21,75,7,5,15,1,1.04,26,26,0,0.00,+0.05,30.1,26.4,+3.7,+0.20,+0.62,9.0,0.0,0.0,34.0,10.0,1.0,0.0,0.0,0.0,121.0,36.0,30.0,54.5
Sergio Reguilón,es ESP,DF,27,4,1,196,2.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,13,12,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.07,0.05,0.07,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,es ESP,DF,27.0,2.2,0.0,2.0,0.0,0.0,0.92,0.0,0.0,N/a,13.3,1.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,Matches,Tottenham,93.0,136.0,68.4,1503.0,540.0,42.0,54.0,77.8,46.0,60.0,76.7,4.0,17.0,23.5,0.0,0.0,0.3,0.0,1.0,13.0,2.0,1.0,13.0,116.0,19.0,1.0,0.0,0.0,12.0,16.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,0.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,2.0,5.0,40.0,3.0,7.0,0.0,7.0,4.0,8.0,8.0,0.0,167.0,9.0,57.0,73.0,38.0,3.0,167.0,6.0,2.0,33.3,1.0,16.7,88.0,383.0,233.0,5.0,2.0,1.0,2.0,1.0,97.0,12.0,49,5.7,1,73,0,3,41,10,0.25,0,3,-3,-1.38,-1.43,2.4,2.4,0.0,-0.01,+0.11,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,14.0,5.0,2.0,71.4
