Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 1_level_0_Nation_stats_keeper_9,Unnamed: 2_level_0_Pos_stats_keeper_9,Unnamed: 3_level_0_Age_stats_keeper_9,Playing Time_MP,Playing Time_Starts_stats_keeper_9,Playing Time_Min_stats_keeper_9,Playing Time_90s_stats_keeper_9,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,Team_stats_keeper_9,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 1_level_0_Nation_stats_shooting_9,Unnamed: 2_level_0_Pos_stats_shooting_9,Unnamed: 3_level_0_Age_stats_shooting_9,Unnamed: 4_level_0_90s_stats_shooting_9,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG_stats_shooting_9,Expected_npxG_stats_shooting_9,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,Team_stats_shooting_9,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_CrdY_stats_misc_9,Performance_CrdR_stats_misc_9,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Mikkel Damsgaard,dk DEN,"MF,FW",24,38,34,2911,32.3,2,10,12,2,0,0,2,0,2.8,2.8,8.4,11.2,73,234,137,0.06,0.31,0.37,0.06,0.37,0.09,0.26,0.35,0.09,0.35,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,dk DEN,"MF,FW",24.0,32.3,2.0,35.0,7.0,20.0,1.08,0.22,0.06,0.29,17.6,3.0,0.0,0.0,2.8,2.8,0.08,-0.8,-0.8,Matches,Brentford,1107.0,1529.0,72.4,19063.0,7512.0,551.0,642.0,85.8,390.0,531.0,73.4,134.0,262.0,51.1,10.0,8.4,7.0,1.6,63.0,167.0,73.0,17.0,234.0,1368.0,153.0,33.0,27.0,5.0,144.0,9.0,60.0,53.0,0.0,0.0,8.0,36.0,120.0,3.71,92.0,14.0,6.0,2.0,1.0,5.0,21.0,0.65,15.0,3.0,1.0,0.0,1.0,1.0,83.0,44.0,27.0,29.0,27.0,31.0,81.0,38.3,50.0,40.0,3.0,37.0,27.0,110.0,31.0,2.0,1883.0,36.0,331.0,863.0,713.0,76.0,1883.0,97.0,50.0,51.5,36.0,37.1,1076.0,5883.0,3075.0,73.0,54.0,9.0,63.0,47.0,1239.0,137.0,77,85.1,34,83,11,4,23,0,1.47,58,41,+17,+0.53,+1.94,52.8,45.0,+7.8,+0.24,+0.99,2.0,0.0,0.0,18.0,27.0,6.0,0.0,0.0,0.0,179.0,12.0,27.0,30.8
Myles Peart-Harris,eng ENG,MF,21,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Nathan Collins,ie IRL,DF,23,38,38,3420,38.0,2,3,5,2,0,0,5,0,2.5,2.5,1.8,4.3,32,127,18,0.05,0.08,0.13,0.05,0.13,0.07,0.05,0.11,0.07,0.11,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,ie IRL,DF,23.0,38.0,2.0,17.0,6.0,35.3,0.45,0.16,0.12,0.33,10.7,0.0,0.0,0.0,2.5,2.5,0.15,-0.5,-0.5,Matches,Brentford,1705.0,1985.0,85.9,32826.0,10799.0,557.0,635.0,87.7,989.0,1068.0,92.6,145.0,239.0,60.7,3.0,1.8,1.6,1.2,10.0,111.0,7.0,2.0,127.0,1897.0,83.0,69.0,3.0,6.0,8.0,11.0,0.0,0.0,0.0,0.0,5.0,8.0,30.0,0.79,22.0,2.0,1.0,3.0,2.0,0.0,8.0,0.21,4.0,1.0,0.0,1.0,2.0,0.0,40.0,24.0,23.0,12.0,5.0,22.0,36.0,61.1,14.0,77.0,57.0,20.0,34.0,74.0,226.0,3.0,2435.0,385.0,1275.0,1002.0,169.0,69.0,2435.0,12.0,6.0,50.0,5.0,41.7,1289.0,6994.0,4130.0,32.0,12.0,1.0,20.0,8.0,1490.0,18.0,90,100.0,38,90,38,0,N/a,0,1.47,66,57,+9,+0.24,N/a,59.0,55.4,+3.6,+0.09,N/a,5.0,0.0,0.0,29.0,31.0,6.0,2.0,0.0,0.0,162.0,117.0,69.0,62.9
Opponent Total,N/a,N/a,26.4,38,418,3420,38.0,54,42,96,53,1,1,82,3,55.4,54.7,43.3,97.9,835,1562,1547,1.42,1.11,2.53,1.39,2.50,1.46,1.14,2.60,1.44,2.58,N/a,Brentford,N/a,N/a,26.4,38.0,38.0,3420.0,38.0,66.0,1.74,179.0,113.0,65.9,14.0,8.0,16.0,8.0,21.1,6.0,5.0,1.0,0.0,16.7,N/a,Brentford,5.0,1.0,67.3,0.36,2.3,0.06,187.0,583.0,32.1,1160.0,184.0,40.3,35.7,252.0,45.6,36.6,534.0,44.0,8.2,67.0,1.76,15.6,N/a,N/a,26.4,38.0,54.0,646.0,206.0,31.9,17.0,5.42,0.08,0.26,17.5,14.0,1.0,1.0,55.4,54.7,0.09,-1.4,-1.7,N/a,Brentford,15047.0,18708.0,80.4,255472.0,89605.0,7373.0,8191.0,90.0,6137.0,7122.0,86.2,1248.0,2566.0,48.6,42.0,43.3,41.8,-1.3,501.0,1279.0,430.0,92.0,1562.0,17074.0,1576.0,363.0,63.0,74.0,793.0,615.0,242.0,131.0,61.0,4.0,58.0,331.0,1152.0,30.32,913.0,67.0,57.0,69.0,30.0,16.0,96.0,2.53,85.0,1.0,3.0,5.0,1.0,1.0,593.0,362.0,273.0,217.0,103.0,293.0,558.0,52.5,265.0,366.0,106.0,260.0,287.0,880.0,1036.0,32.0,23090.0,2608.0,7185.0,8991.0,7103.0,1189.0,23089.0,661.0,282.0,42.7,314.0,47.5,12890.0,68221.0,36588.0,835.0,579.0,294.0,507.0,319.0,14889.0,1547.0,90,100,418,85,251,165,20,177,1.32,57,66,-9,-0.24,N/a,55.4,59.0,-3.6,-0.09,N/a,82.0,3.0,2.0,355.0,316.0,58.0,1.0,6.0,1.0,1678.0,567.0,624.0,47.6
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Rico Henry,eng ENG,DF,27,5,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,DF,27.0,1.1,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Brentford,33.0,49.0,67.3,503.0,195.0,20.0,29.0,69.0,13.0,17.0,76.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,39.0,10.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.84,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,0.0,66.0,6.0,22.0,29.0,16.0,1.0,66.0,3.0,0.0,0.0,2.0,66.7,30.0,149.0,60.0,0.0,1.0,0.0,3.0,2.0,27.0,5.0,20,2.9,0,N/a,0,5,20,5,2.00,4,3,+1,+0.91,+0.69,2.2,2.0,+0.3,+0.24,+0.15,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,66.7
Ryan Trevitt,eng ENG,MF,21,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,MF,21.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Brentford,4.0,7.0,57.1,73.0,23.0,1.0,2.0,50.0,3.0,3.0,100.0,0.0,0.0,N/a,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,2.0,4.0,1.0,0.0,7.0,0.0,0.0,N/a,0.0,N/a,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4,0.1,0,N/a,0,1,4,11,0.00,0,0,0,0.00,-0.24,0.0,0.0,0.0,0.00,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,N/a
Sepp van den Berg,nl NED,DF,22,31,29,2586,28.7,0,0,0,0,0,0,3,0,2.0,2.0,0.8,2.8,12,79,28,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,nl NED,DF,22.0,28.7,0.0,20.0,6.0,30.0,0.7,0.21,0.0,0.0,10.5,0.0,0.0,0.0,2.0,2.0,0.1,-2.0,-2.0,Matches,Brentford,1092.0,1278.0,85.4,19151.0,6135.0,455.0,518.0,87.8,556.0,620.0,89.7,73.0,110.0,66.4,0.0,0.8,0.5,-0.8,6.0,64.0,3.0,1.0,79.0,1177.0,100.0,18.0,0.0,2.0,7.0,61.0,0.0,0.0,0.0,0.0,1.0,7.0,22.0,0.77,19.0,0.0,0.0,2.0,1.0,0.0,2.0,0.07,1.0,0.0,0.0,0.0,1.0,0.0,39.0,24.0,25.0,10.0,4.0,19.0,29.0,65.5,10.0,52.0,38.0,14.0,21.0,60.0,134.0,3.0,1605.0,282.0,819.0,621.0,169.0,48.0,1605.0,7.0,4.0,57.1,3.0,42.9,737.0,3762.0,1974.0,12.0,10.0,1.0,15.0,7.0,917.0,28.0,83,75.6,29,88,25,2,18,1,1.55,54,49,+5,+0.17,-0.26,47.8,43.8,+4.0,+0.14,+0.18,3.0,0.0,0.0,23.0,5.0,1.0,1.0,0.0,0.0,97.0,94.0,77.0,55.0
Squad Total,N/a,N/a,25.8,38,418,3420,38.0,65,44,109,60,5,6,62,1,59.0,54.4,42.4,96.8,598,1356,1339,1.71,1.16,2.87,1.58,2.74,1.55,1.12,2.67,1.43,2.55,N/a,Brentford,N/a,N/a,25.8,38.0,38.0,3420.0,38.0,57.0,1.5,207.0,153.0,72.9,16.0,8.0,14.0,8.0,21.1,1.0,1.0,0.0,0.0,0.0,N/a,Brentford,2.0,3.0,53.3,0.26,-0.7,-0.02,264.0,697.0,37.9,1453.0,129.0,36.3,N/a,327.0,51.7,41.3,597.0,48.0,8.0,34.0,0.89,N/a,N/a,N/a,25.8,38.0,65.0,434.0,173.0,39.9,11.42,4.55,0.14,0.35,14.9,10.0,5.0,6.0,59.0,54.4,0.13,6.0,5.6,N/a,Brentford,13358.0,17100.0,78.1,245539.0,93263.0,5849.0,6739.0,86.8,5826.0,6875.0,84.7,1449.0,2741.0,52.9,44.0,42.4,38.1,1.6,330.0,1104.0,325.0,91.0,1356.0,15453.0,1584.0,386.0,69.0,71.0,674.0,602.0,174.0,139.0,2.0,0.0,63.0,288.0,780.0,20.53,569.0,74.0,40.0,51.0,35.0,11.0,113.0,2.97,78.0,11.0,5.0,9.0,9.0,1.0,633.0,380.0,289.0,223.0,121.0,314.0,596.0,52.7,282.0,480.0,199.0,281.0,285.0,918.0,1040.0,28.0,21491.0,3282.0,8328.0,8055.0,5310.0,987.0,21485.0,627.0,265.0,42.3,293.0,46.7,11412.0,61938.0,31661.0,598.0,380.0,213.0,549.0,300.0,13153.0,1339.0,90,100,418,85,277,142,15,200,1.47,66,57,+9,+0.24,N/a,59.0,55.4,+3.6,+0.09,N/a,62.0,1.0,0.0,320.0,339.0,63.0,6.0,1.0,3.0,1644.0,624.0,567.0,52.4
Thiago,br BRA,"FW,MF",23,8,1,175,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,4,8,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.10,0.07,0.10,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,br BRA,"FW,MF",23.0,1.9,0.0,2.0,0.0,0.0,1.03,0.0,0.0,N/a,14.8,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,Matches,Brentford,40.0,56.0,71.4,568.0,73.0,20.0,28.0,71.4,13.0,16.0,81.3,3.0,5.0,60.0,0.0,0.1,0.0,-0.1,2.0,2.0,2.0,0.0,4.0,55.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.55,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,2.0,7.0,3.0,1.0,83.0,7.0,15.0,34.0,36.0,4.0,83.0,5.0,3.0,60.0,2.0,40.0,45.0,159.0,53.0,3.0,3.0,1.0,6.0,2.0,51.0,8.0,22,5.1,1,72,0,7,15,0,1.75,3,4,-1,-0.51,-0.79,1.4,3.5,-2.1,-1.10,-1.26,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,12.0,7.0,5.0,58.3
Tony Yogane,eng ENG,MF,18,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,6,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Vitaly Janelt,de GER,MF,26,32,27,2254,25.0,1,3,4,1,0,0,3,0,0.8,0.8,2.2,3.0,17,80,38,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12,Matches,Brentford,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,de GER,MF,26.0,25.0,1.0,14.0,4.0,28.6,0.56,0.16,0.07,0.25,17.7,0.0,0.0,0.0,0.8,0.8,0.06,0.2,0.2,Matches,Brentford,872.0,1057.0,82.5,14466.0,4279.0,443.0,489.0,90.6,344.0,403.0,85.4,66.0,118.0,55.9,3.0,2.2,2.4,0.8,14.0,78.0,23.0,7.0,80.0,1033.0,18.0,12.0,3.0,6.0,30.0,6.0,0.0,0.0,0.0,0.0,6.0,16.0,32.0,1.28,31.0,1.0,0.0,0.0,0.0,0.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0,38.0,22.0,14.0,13.0,11.0,21.0,36.0,58.3,15.0,33.0,9.0,24.0,27.0,65.0,53.0,1.0,1289.0,118.0,418.0,574.0,306.0,32.0,1289.0,12.0,3.0,25.0,7.0,58.3,651.0,3005.0,1278.0,17.0,18.0,3.0,16.0,10.0,814.0,38.0,70,65.9,27,79,10,5,25,0,1.34,38,38,0,0.00,-0.69,35.5,36.9,-1.4,-0.05,-0.43,3.0,0.0,0.0,24.0,15.0,1.0,0.0,0.0,2.0,107.0,19.0,11.0,63.3
