Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 1_level_0_Nation_stats_keeper_9,Unnamed: 2_level_0_Pos_stats_keeper_9,Unnamed: 3_level_0_Age_stats_keeper_9,Playing Time_MP,Playing Time_Min_stats_keeper_9,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,Team_stats_keeper_9,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 1_level_0_Nation_stats_shooting_9,Unnamed: 2_level_0_Pos_stats_shooting_9,Unnamed: 3_level_0_Age_stats_shooting_9,Unnamed: 4_level_0_90s_stats_shooting_9,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG_stats_shooting_9,Expected_npxG_stats_shooting_9,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,Team_stats_shooting_9,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_CrdY_stats_misc_9,Performance_CrdR_stats_misc_9,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Isaac Heath,eng ENG,MF,19,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Everton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,4,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Jack Harrison,eng ENG,FW,27,34,24,2076,23.1,1,0,1,1,0,0,0,0,3.5,3.5,3.7,7.2,73,51,127,0.04,0.00,0.04,0.04,0.04,0.15,0.16,0.31,0.15,0.31,Matches,Everton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,FW,27.0,23.1,1.0,29.0,7.0,24.1,1.26,0.3,0.03,0.14,16.2,0.0,0.0,0.0,3.5,3.5,0.12,-2.5,-2.5,Matches,Everton,414.0,659.0,62.8,6596.0,2477.0,239.0,295.0,81.0,122.0,182.0,67.0,36.0,108.0,33.3,0.0,3.7,3.1,-3.7,33.0,28.0,25.0,11.0,51.0,588.0,64.0,23.0,4.0,2.0,131.0,8.0,32.0,27.0,0.0,1.0,7.0,33.0,57.0,2.47,38.0,9.0,4.0,2.0,4.0,0.0,4.0,0.17,1.0,0.0,0.0,1.0,2.0,0.0,32.0,22.0,12.0,12.0,8.0,15.0,46.0,32.6,31.0,18.0,2.0,16.0,10.0,42.0,35.0,2.0,948.0,36.0,157.0,336.0,463.0,69.0,948.0,75.0,24.0,32.0,43.0,57.3,524.0,3153.0,1639.0,73.0,36.0,17.0,52.0,41.0,612.0,127.0,61,60.7,24,76,8,10,26,4,1.21,20,27,-7,-0.30,-0.64,23.9,31.2,-7.4,-0.32,-0.51,0.0,0.0,0.0,13.0,28.0,4.0,1.0,0.0,0.0,73.0,4.0,28.0,12.5
Jake O'Brien,ie IRL,DF,23,20,17,1571,17.5,2,0,2,2,0,0,5,0,0.8,0.8,0.6,1.3,7,50,25,0.11,0.00,0.11,0.11,0.11,0.04,0.03,0.08,0.04,0.08,Matches,Everton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,ie IRL,DF,23.0,17.5,2.0,6.0,3.0,50.0,0.34,0.17,0.33,0.67,11.1,0.0,0.0,0.0,0.8,0.8,0.13,1.2,1.2,Matches,Everton,577.0,725.0,79.6,10580.0,3946.0,245.0,274.0,89.4,260.0,317.0,82.0,63.0,98.0,64.3,0.0,0.6,0.3,-0.6,6.0,41.0,8.0,5.0,50.0,602.0,121.0,5.0,0.0,1.0,18.0,100.0,0.0,0.0,0.0,0.0,2.0,12.0,16.0,0.92,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,21.0,5.0,0.0,17.0,25.0,68.0,8.0,17.0,4.0,13.0,4.0,30.0,93.0,0.0,900.0,93.0,374.0,390.0,139.0,22.0,900.0,10.0,4.0,40.0,5.0,50.0,391.0,1801.0,906.0,7.0,6.0,2.0,5.0,5.0,481.0,25.0,79,45.9,17,90,16,3,15,17,1.40,24,17,+7,+0.40,+0.84,22.2,18.2,+4.0,+0.23,+0.64,5.0,0.0,0.0,13.0,5.0,3.0,0.0,0.0,0.0,52.0,41.0,30.0,57.7
James Garner,eng ENG,"MF,DF",23,21,17,1594,17.7,0,1,1,0,0,0,5,0,0.7,0.7,1.4,2.1,15,50,30,0.00,0.06,0.06,0.00,0.06,0.04,0.08,0.12,0.04,0.12,Matches,Everton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,"MF,DF",23.0,17.7,0.0,12.0,4.0,33.3,0.68,0.23,0.0,0.0,20.4,1.0,0.0,0.0,0.7,0.7,0.06,-0.7,-0.7,Matches,Everton,611.0,803.0,76.1,10658.0,3158.0,268.0,309.0,86.7,270.0,326.0,82.8,59.0,120.0,49.2,1.0,1.4,1.4,-0.4,13.0,60.0,7.0,4.0,50.0,687.0,110.0,17.0,2.0,2.0,57.0,42.0,23.0,16.0,4.0,2.0,6.0,23.0,39.0,2.2,27.0,11.0,0.0,0.0,0.0,1.0,5.0,0.28,4.0,1.0,0.0,0.0,0.0,0.0,47.0,31.0,25.0,20.0,2.0,24.0,41.0,58.5,17.0,20.0,4.0,16.0,23.0,70.0,37.0,0.0,977.0,40.0,226.0,511.0,248.0,15.0,977.0,19.0,7.0,36.8,12.0,63.2,478.0,2187.0,842.0,15.0,19.0,2.0,16.0,9.0,550.0,30.0,76,46.6,17,87,11,4,28,1,1.57,21,19,+2,+0.11,+0.31,20.3,19.3,+1.0,+0.06,+0.33,5.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,73.0,11.0,13.0,45.8
James Tarkowski,eng ENG,DF,31,33,33,2922,32.5,1,1,2,1,0,0,6,0,1.3,1.3,2.9,4.2,9,75,3,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13,Matches,Everton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,DF,31.0,32.5,1.0,15.0,4.0,26.7,0.46,0.12,0.07,0.25,8.4,0.0,0.0,0.0,1.3,1.3,0.09,-0.3,-0.3,Matches,Everton,1045.0,1290.0,81.0,22119.0,8229.0,337.0,399.0,84.5,525.0,571.0,91.9,173.0,276.0,62.7,1.0,2.9,2.4,-1.9,16.0,83.0,11.0,0.0,75.0,1204.0,77.0,46.0,2.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,12.0,38.0,1.17,32.0,2.0,0.0,4.0,0.0,0.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,0.0,64.0,40.0,39.0,22.0,3.0,24.0,39.0,61.5,15.0,57.0,42.0,15.0,41.0,105.0,213.0,4.0,1706.0,355.0,974.0,635.0,106.0,57.0,1706.0,7.0,5.0,71.4,2.0,28.6,727.0,3610.0,1943.0,9.0,10.0,0.0,13.0,7.0,927.0,3.0,89,85.4,33,89,31,0,N/a,0,1.15,34,38,-4,-0.12,-0.48,35.5,39.5,-4.0,-0.12,-0.03,6.0,0.0,0.0,35.0,28.0,2.0,0.0,1.0,0.0,98.0,102.0,33.0,75.6
Jarrad Branthwaite,eng ENG,DF,22,30,28,2511,27.9,0,1,1,0,0,0,4,0,1.2,1.2,0.7,1.9,10,66,2,0.00,0.04,0.04,0.00,0.04,0.04,0.02,0.07,0.04,0.07,Matches,Everton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,DF,22.0,27.9,0.0,10.0,3.0,30.0,0.36,0.11,0.0,0.0,8.2,0.0,0.0,0.0,1.2,1.2,0.12,-1.2,-1.2,Matches,Everton,984.0,1198.0,82.1,19285.0,7699.0,368.0,409.0,90.0,488.0,539.0,90.5,121.0,218.0,55.5,1.0,0.7,0.6,0.3,3.0,86.0,3.0,0.0,66.0,1141.0,51.0,38.0,1.0,17.0,5.0,3.0,0.0,0.0,0.0,0.0,6.0,7.0,13.0,0.47,11.0,1.0,0.0,0.0,1.0,0.0,2.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0,36.0,20.0,26.0,10.0,0.0,20.0,28.0,71.4,8.0,31.0,23.0,8.0,27.0,63.0,191.0,4.0,1520.0,211.0,783.0,676.0,69.0,28.0,1520.0,6.0,3.0,50.0,2.0,33.3,747.0,4143.0,2515.0,10.0,14.0,2.0,8.0,4.0,894.0,2.0,84,73.4,28,89,27,2,4,0,1.33,34,28,+6,+0.22,+1.01,31.1,30.0,+1.1,+0.04,+0.59,4.0,0.0,0.0,12.0,18.0,1.0,0.0,0.0,0.0,93.0,61.0,42.0,59.2
Jenson Metcalfe,eng ENG,MF,19,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Everton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,2,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Jesper Lindstrøm,dk DEN,FW,24,25,15,1239,13.8,0,1,1,0,0,0,2,0,2.1,2.1,2.0,4.1,30,25,81,0.00,0.07,0.07,0.00,0.07,0.15,0.15,0.30,0.15,0.30,Matches,Everton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,dk DEN,FW,24.0,13.8,0.0,28.0,10.0,35.7,2.03,0.73,0.0,0.0,21.0,6.0,0.0,0.0,2.1,2.1,0.08,-2.1,-2.1,Matches,Everton,297.0,428.0,69.4,4593.0,1335.0,194.0,225.0,86.2,65.0,99.0,65.7,29.0,65.0,44.6,1.0,2.0,2.0,-1.0,19.0,18.0,12.0,7.0,25.0,383.0,42.0,11.0,1.0,0.0,71.0,6.0,25.0,12.0,8.0,2.0,3.0,18.0,46.0,3.35,30.0,7.0,2.0,3.0,3.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,45.0,25.0,24.0,19.0,2.0,19.0,55.0,34.5,36.0,15.0,3.0,12.0,12.0,57.0,17.0,0.0,625.0,22.0,127.0,206.0,303.0,40.0,625.0,43.0,8.0,18.6,31.0,72.1,302.0,1627.0,780.0,30.0,19.0,7.0,31.0,24.0,347.0,81.0,50,36.2,15,67,1,10,23,3,1.20,15,14,+1,+0.07,+0.20,17.4,13.2,+4.2,+0.31,+0.67,2.0,0.0,0.0,15.0,10.0,1.0,0.0,0.0,0.0,70.0,6.0,12.0,33.3
Jordan Pickford,eng ENG,GK,30,38,38,3420,38.0,0,1,1,0,0,0,7,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Matches,Everton,eng ENG,GK,30.0,38.0,3420.0,44.0,1.16,163.0,117.0,73.0,11.0,15.0,12.0,12.0,31.6,2.0,0.0,2.0,0.0,100.0,Matches,Everton,1.0,6.0,0.0,48.8,0.3,4.8,0.13,304.0,806.0,37.7,1355.0,161.0,48.8,39.7,231.0,62.8,48.7,558.0,31.0,5.6,57.0,1.5,15.2,eng ENG,GK,30.0,38.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Everton,1057.0,1595.0,66.3,33692.0,25121.0,152.0,153.0,99.3,459.0,466.0,98.5,445.0,966.0,46.1,1.0,0.4,0.2,0.6,2.0,74.0,8.0,0.0,0.0,1167.0,419.0,188.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,0.34,12.0,1.0,0.0,0.0,0.0,0.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,2.0,30.0,2.0,1708.0,1116.0,1640.0,69.0,0.0,0.0,1708.0,0.0,0.0,N/a,0.0,N/a,989.0,5989.0,3568.0,0.0,0.0,0.0,2.0,0.0,871.0,0.0,90,100.0,38,90,38,0,N/a,0,1.26,42,44,-2,-0.05,N/a,41.8,46.2,-4.5,-0.12,N/a,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,36.0,5.0,1.0,83.3
João Virgínia,pt POR,GK,24,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Everton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,38,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Martin Sherif,nl NED,FW,18,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Everton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,7,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Mason Holgate,jm JAM,"FW,DF",27,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Everton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,jm JAM,"FW,DF",27.0,0.1,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Everton,2.0,2.0,100.0,55.0,0.0,0.0,0.0,N/a,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,N/a,0.0,N/a,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6,0.2,0,N/a,0,1,6,1,0.00,0,1,-1,-15.00,-14.97,0.0,0.1,-0.1,-1.02,-0.90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Michael Keane,eng ENG,DF,31,14,11,1049,11.7,3,0,3,3,0,0,5,0,0.6,0.6,0.1,0.7,1,14,3,0.26,0.00,0.26,0.26,0.26,0.05,0.01,0.06,0.05,0.06,Matches,Everton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,DF,31.0,11.7,3.0,10.0,4.0,40.0,0.86,0.34,0.3,0.75,13.2,0.0,0.0,0.0,0.6,0.6,0.06,2.4,2.4,Matches,Everton,312.0,377.0,82.8,7049.0,2396.0,96.0,108.0,88.9,146.0,160.0,91.3,67.0,89.0,75.3,0.0,0.1,0.0,-0.1,2.0,21.0,0.0,0.0,14.0,365.0,8.0,4.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,6.0,0.51,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,8.0,2.0,2.0,8.0,15.0,53.3,7.0,14.0,10.0,4.0,16.0,28.0,65.0,2.0,513.0,106.0,295.0,198.0,22.0,17.0,513.0,1.0,0.0,0.0,1.0,100.0,229.0,904.0,290.0,1.0,1.0,0.0,2.0,2.0,286.0,3.0,75,30.7,11,90,11,3,20,22,1.29,12,20,-8,-0.69,-0.91,12.3,19.1,-6.8,-0.58,-0.67,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,20.0,56.5
